name,stage,lat,lon
Lead: (Kimco) KIMCO - Rancho San Marcos Village,Lead,33.1327155,-117.2063411
Lead: (Kimco) KIMCO - Rancho Towne & Country,Lead,36.1616956,-115.1732142
Lead: (Kimco) KIMCO - Red Mountain Gateway,Lead,33.4526499,-111.6829168
Lead: (Kimco) KIMCO - Redfield Promenade,Lead,39.4803493,-119.7919815
Lead: (Kimco) KIMCO - Redhawk Towne Center,Lead,33.4803379,-117.0969473
Lead: (Kimco) KIMCO - Redwood City Plaza,Lead,,
"Lead: (SEA-005) 5350 30th Ave NW, Seattle, WA 98107, USA",Lead,47.6670304,-122.3939333
"Lead: (SEA-006) 3435 15th Ave W, Seattle, WA 98119, USA",Lead,47.6511806,-122.3765885
"Lead: (SEA-007) 8507 14th Ave S, Seattle, WA 98108, USA",Lead,47.5269349,-122.3151999
"Lead: (SEA-008) 4253 22nd Ave W, Seattle, WA 98199, USA",Lead,47.6590462,-122.3849442
"Lead: (SEA-010) 704 Northeast Northlake Way, Seattle, WA 98105, USA",Lead,47.6547201,-122.3206535
"Lead: (SEA-012) 825 Northeast Northgate Way, Seattle, WA 98125, USA",Lead,47.7077539,-122.319135
"Lead: (SEA-014) 130 5th Avenue, Seattle, WA 98109, USA",Lead,47.6194386,-122.3472496
"Lead: (SEA-015) 2311 2nd Avenue, Seattle, WA 98121, USA",Lead,47.6141583,-122.3462485
"Lead: (SEA-020) 802 Pine St, Seattle, WA 98101, USA",Lead,47.613412,-122.3330222
"Lead: (SEA-021) 2301 8th Ave, Seattle, WA 98121, USA",Lead,47.6181234,-122.3413181
"Lead: (SEA-022) 11211 Main St, Bellevue, WA 98004, USA",Lead,47.6093933,-122.1902186
"Lead: (SEA-023) 714 1st Ave S, Seattle, WA 98104, USA",Lead,47.5959751,-122.3337525
"Lead: (SEA-025) 4260 23rd Ave W, Seattle, WA 98199, USA",Lead,47.6593454,-122.3856079
"Lead: (SEA-026) 1501 S Donovan St, Seattle, WA 98108, USA",Lead,47.52534,-122.313125
"Lead: (SEA-027) 3204 Richards Rd, Bellevue, WA 98005, USA",Lead,47.5816209,-122.1677046
"Lead: (SEA-028) 4111 Aurora Ave N, Seattle, WA 98103, USA",Lead,47.6569729,-122.3476935
"Lead: (SEA-038) 1319 Pacific Ave, Tacoma, WA 98402, USA",Lead,47.2507267,-122.4380441
"Lead: (SEA-039) 23607 Hwy 99, Edmonds, WA 98026, USA",Lead,47.7845884,-122.3419925
"Lead: (SEA-041) 401 Rainier Ave N, Renton, WA 98057, USA",Lead,47.4884168,-122.2185098
"Lead: (SEA-042) 652 Elliott Ave W, Seattle, WA 98119, USA",Lead,47.6259873,-122.3670844
"Lead: (SEA-043) 10512 Greenwood Ave N, Seattle, WA 98133, USA",Lead,47.7056005,-122.3550122
"Lead: (SEA-044) 957 S Doris St, Seattle, WA 98108, USA",Lead,47.5497972,-122.3183409
"Lead: (SEA-045) 360 Corporate Dr N, Tukwila, WA 98188, USA",Lead,47.4514658,-122.2565495
"Lead: (SEA-800) 1200 Westlake Ave N, Seattle, WA 98109, USA",Lead,47.6300119,-122.33959
"Lead: (SEA-801) 4101 University Way NE, Seattle, WA, USA",Lead,47.6569902,-122.3134456
"Lead: (SEA-806) 2200 148th Ave NE, Redmond, WA 98052, USA",Lead,47.6301395,-122.1412926
"Lead: (SEA-888) 1165 Harrison St, Seattle, WA 98109, USA",Lead,47.6218303,-122.3335376
"Lead: (SEA-999) 3024 Richards Rd, Bellevue, WA 98005, USA",Lead,47.5836014,-122.1660585
"Lead: (SFO-001) 375 Pacific Ave, San Francisco, CA 94111, USA",Lead,37.7974642,-122.4017085
"Lead: (SFO-002) 3115 Mission Street, San Francisco, CA 94110, USA",Lead,37.7475747,-122.418267
"Lead: (SFO-004) 74 Stanford St, San Francisco, CA 94107, USA",Lead,37.7804142,-122.3916546
"Lead: (SFO-006) 468 Capp St, San Francisco, CA 94110, USA",Lead,37.7591466,-122.4183011
"Lead: (SFO-009) 535 Green St, San Francisco, CA 94133, USA",Lead,37.7994407,-122.4080348
"Lead: (SFO-014) 1379 4th St, San Francisco, CA 94158, USA",Lead,37.7708889,-122.3902876
"Lead: (SFO-015) 601 Mission Bay Boulevard South, San Francisco, CA 94158, USA",Lead,37.7707491,-122.3916769
"Lead: (SFO-016) 1210 35th Ave, Oakland, CA 94601, USA",Lead,37.7755889,-122.2228363
"Lead: (SFO-044) 1010 22nd Ave, Oakland, CA 94606, USA",Lead,37.7819959,-122.2403645
"Lead: (SFO-045) 1750 Cesar Chavez unit h, San Francisco, CA 94124, USA",Lead,37.7509743,-122.3940888
"Lead: (SFO-045) 500 Grand Ave, Oakland, CA 94610, USA",Lead,37.808888,-122.251359
"Lead: (SFO-800) 135 4th Street, San Francisco, CA 94103, USA",Lead,37.7843318,-122.4033663
"Lead: (SFO-802) 136 Townsend St, San Francisco, CA 94107, USA",Lead,37.7801666,-122.3916612
"Lead: (SFO-803) 768 Sansome St, San Francisco, CA 94111, USA",Lead,37.7973969,-122.401673
"Lead: (SFO-805) 2351 Mission Street, San Francisco, CA 94110, USA",Lead,37.7593428,-122.4188975
"Lead: (TOR-001) 736 Sussex Mews, Toronto, ON M5S 1X6, Canada",Lead,43.6656666,-79.4040885
"Lead: (TOR-002) 950 King St W, Toronto, ON M5V 1P5, Canada",Lead,43.6423264,-79.4117909
"Lead: (TOR-004) 1071 King St W, Toronto, ON M6K 1J7, Canada",Lead,43.6377664,-79.4441671
"Lead: (TOR-007) 54 Fraser Ave, Toronto, ON M6K 1Y6, Canada",Lead,43.6369428,-79.4240459
"Lead: (TOR-008) 300 Geary Ave, Toronto, ON M6H 2C5, Canada",Lead,43.6693289,-79.441639
"Lead: (TOR-011) 96 Vanderhoof Ave, East York, ON, Canada",Lead,43.7123351,-79.3622092
"Lead: (TOR-012) 700 Lawrence Ave W Parking, Toronto, ON, Canada",Lead,43.7178325,-79.4475821
"Lead: (TOR-013) 291 Lakeshore Blvd E, Toronto, ON M5A 1B9, Canada",Lead,43.6469612,-79.3626598
"Lead: (TOR-014) 3003 Danforth Ave, Toronto, ON M4C 1M4, Canada",Lead,43.6897895,-79.2909178
"Lead: (TOR-020) 2915 Bloor St W, Etobicoke, ON M8X 1B8, Canada",Lead,43.648198,-79.5065607
"Lead: (TOR-022) 3785 Lake Shore Blvd W, Etobicoke, ON M8W 1R1, Canada",Lead,43.5924137,-79.5415301
"Lead: (TOR-024) 2444 Yonge St, Toronto, ON M4P 2H4, Canada",Lead,43.7106937,-79.3994776
"Lead: (TOR-027) 1230 Lakeshore Rd E, Mississauga, ON L5E 1E9, Canada",Lead,43.5808286,-79.5528539
"Lead: (TOR-036) 3615 Saint Clair Avenue East, Scarborough, ON M1N 1T1, Canada",Lead,43.7185546,-79.2515915
"Lead: (TOR-041) 2256 Lake Shore Blvd W, Etobicoke, ON M8V 1A9, Canada",Lead,43.6207149,-79.483804
"Lead: (TOR-042) 250 Wincott Dr, Etobicoke, ON M9R 2R5, Canada",Lead,43.679634,-79.54644
"Lead: (TOR-043) 900 Don Mills Road unit 2, North York, ON M3C 1V6, Canada",Lead,43.7267974,-79.3425073
"Lead: (TOR-999) 125 The Queensway, Toronto, ON M8Y 1H6, Canada",Lead,43.6304954,-79.4822622
"Lead: (TOR-999) 3090 Kingston Rd, Scarborough, ON M1M 1P2, Canada",Lead,43.7266907,-79.2314918
"Lead: (TOR-999) 44 Wellesworth Dr, Etobicoke, ON M9C 4R1, Canada",Lead,43.6667777,-79.5786746
"Lead: (TPA-001) 500 N Florida Ave, Tampa, FL 33602, USA",Lead,27.9487129,-82.4577175
"Lead: (TPA-003) 223 N 12th St, Tampa, FL 33602, USA",Lead,27.949946,-82.446232
"Lead: (TPA-005) 946 East Twiggs Street, Tampa, FL 33602, USA",Lead,27.951765,-82.4520156
"Lead: (TPA-006) 916 E Twiggs St, Tampa, FL 33602, USA",Lead,27.9513143,-82.4531324
"Lead: (VAN-002) 987 Helmcken St, Vancouver, BC V6Z 2S5, Canada",Lead,49.2799615,-123.1270487
"Lead: (VAN-003) 1125 Davie Street, Vancouver, BC V6E 1N2, Canada",Lead,49.2809804,-123.1315024
"Lead: (VAN-004) 848 Seymour Street, Vancouver, BC V6B 3L4, Canada",Lead,49.280176,-123.1190759
"Lead: (VAN-005) 1585 West 2nd Avenue, Vancouver, BC V6J 1H2, Canada",Lead,49.2698349,-123.1405656
"Lead: (VAN-010) 830 Thurlow Street, Vancouver, BC V6E 3Z8, Canada",Lead,49.2840972,-123.1253499
Engaged: Accor - H7813 - LONDON SHEPHERD'S BUSH - HAMMERSMITH,Engaged,51.5033453,-0.2201202
Engaged: Accor - H3145 - MANCHESTER CENTRE,Engaged,53.4770762,-2.2413351
"Engaged: Oya Kitchens - Alaleke Hourly Kitchen, 229",Engaged,51.4907215,0.0324929
Engaged: Buzz Bingo - Wavertree Park Buzz Bingo,Engaged,53.4038762,-2.9466896
"Enrolled: (OTT-900) 1155 Lola St, Ottawa, ON K1K 2C5, Canada",Enrolled,45.4228895,-75.6501788
"Matched: (DXB-053) Kitchen 1,Cluster Q JLT",Matched,25.0755183,55.1453413
Activated: (LDN-005) REEF - Kentish Town,Activated,51.5502905,-0.144764
"Activated: (MIN-030) 409 S 9Th St, Minneapolis",Activated,44.972104,-93.267959
Activated: (DXB-040) JUMEIRAH VILLAGE CIRCLE,Activated,25.0608609,55.2088007
Churned: (LDN-002) REEF - Canary Wharf (Thames Circle),Churned,51.4915579,-0.0237704
Lead: Accor - H8712 - LONDON EXCEL HOTEL,Lead,51.5099472,0.0272104
Lead: Accor - H3321 - BERLIN SPANDAU,Lead,52.5151227,13.4126618
Lead: Accor - HA0F2 - MADRID CENTRO LAVAPIÉS,Lead,40.4079028,-3.7007267
Lead: Workspace - Workspace Highbury,Lead,51.55054,-0.0974535
"Lead: (ATL-058) 464 Windsor St SW, Atlanta, GA, USA",Lead,33.7422251,-84.3978289
"Lead: (AUS-014) 7814 S 1st St, Austin, TX 78745, USA",Lead,30.1844657,-97.7928412
"Lead: (AUS-800) 251 A.W. Grimes Blvd, Round Rock, TX 78665, USA",Lead,30.5158185,-97.6547262
"Lead: (BAL-022) 6325 Erdman Ave, Baltimore, MD 21205, USA",Lead,39.3017096,-76.5403387
"Lead: (BOS-005) 259 Quincy St, Boston, MA 02121, USA",Lead,42.3117883,-71.0724798
"Lead: (CGY-014) 919 8th Avenue Southwest, Calgary, AB T2P 1J1, Canada",Lead,51.0459854,-114.0830694
"Lead: (CHI-019) 880 South Wells Street, Chicago, IL 60607, USA",Lead,41.8707537,-87.6336549
"Lead: (DAL-001) 2210 Butler St, Dallas, TX 75235, USA",Lead,32.8146879,-96.837753
"Lead: (DAL-029) 3116 W Parker Rd, Plano, TX 75023, USA",Lead,33.040442,-96.754602
"Lead: (DAL-052) 6846 Greenville Ave, Dallas, TX 75231, USA",Lead,32.8701569,-96.7655034
"Lead: (DEN-004) Denver Premium Outlets, 13801 Grant St, Thornton, CO 80023, USA",Lead,39.9473688,-104.9857779
"Lead: (DET-008) 7451 Woodward Ave, Detroit, MI 48202, USA",Lead,42.3721123,-83.0749774
"Lead: (DET-026) 1833 E 8 Mile Rd, Detroit, MI 48203, USA",Lead,42.450769,-82.9111138
"Lead: (HOU-013) 2830 Wilcrest Dr, Houston, TX 77042, USA",Lead,29.7338108,-95.572546
"Lead: (HOU-038) 8100 S Kirkwood Rd, Houston, TX 77072, USA",Lead,29.6897942,-95.5882141
"Lead: (Kimco) KIMCO - 1934, 1935 and 1939 West Gray",Lead,29.7528795,-95.4057997
Lead: (Kimco) KIMCO - Atlantic West,Lead,26.2334305,-80.2189891
Lead: Pelican London,Lead,51.425762,-0.178462
"Engaged: Oya Kitchens - Trapeze Bar, East London Shoreditch - 404",Engaged,51.5256992,-0.0833529
"Engaged: Oya Kitchens - Rising Sun Victoria, 336",Engaged,51.4901055,-0.1504001
Engaged: Buzz Bingo - Enfield Buzz Bingo,Engaged,51.6514993,-0.0580694
"Enrolled: (RDU-001) 2400 John Brantley Blvd, Morrisville",Enrolled,35.8771444,-78.7931684
Matched: (MIA-113) REEF - 3900 W Hallandale,Matched,25.9842688,-80.1820284
Matched: Desfase Maldonado,Matched,40.4341939,-3.6848483
"Activated: (GBY-001) 1201 Water's Edge Dr, Granbury",Activated,32.4323384,-97.7750344
Activated: (DXB-026) Foxhill 9 - Motor City - Up Town Motor City - Dubai - United Arab Emirates,Activated,25.0479413,55.2471454
Activated: (DXB-049) Al Wasl Dubai,Activated,25.2013365,55.2505877
Lead: Accor - H6390 - YORK CENTRE,Lead,53.953444,-1.0940447
Lead: Accor - HB8F3 - PORTISHEAD HARBOUR,Lead,51.4859677,-2.7636118
Lead: Accor - H5100 - MADRID CALLE ALCALA,Lead,40.4370775,-3.6261936
Lead: Workspace - Workspace Hackney,Lead,51.5238339,-0.0829043
"Lead: (ATL-043) 104 John Portman Boulevard Northwest, Atlanta, GA 30303, USA",Lead,33.7606328,-84.3911396
"Lead: (AUS-005) 1501 E 13th St, Austin, TX 78702, USA",Lead,30.2739219,-97.7237285
"Lead: (AUS-029) 5002 Hamilton Rd, Austin, TX 78759, USA",Lead,30.4029928,-97.7470714
"Lead: (BAL-010) 6190 Seaforth St, Baltimore, MD 21224, USA",Lead,39.2715494,-76.5405391
"Lead: (BAL-033) 3611 Dolfield Ave, Baltimore, MD 21215, USA",Lead,39.3362298,-76.6761722
"Lead: (CGY-004) 718 17 Ave SW, Calgary, AB T2S 0B7, Canada",Lead,51.0381319,-114.0779413
"Lead: (CHI-010) 2811 West Walnut Street, Chicago, IL 60612, USA",Lead,41.8856744,-87.696713
"Lead: (CHI-036) 2548 S California Ave, Chicago, IL 60608, USA",Lead,41.845018,-87.695604
"Lead: (DAL-016) 107 Airport Freeway, Euless, TX 76040, USA",Lead,32.8379694,-97.0842601
"Lead: (DAL-046) 3400 Roseland Ave, Dallas, TX 75204, USA",Lead,32.796408,-96.789473
"Lead: (DAL-064) 14180 Dallas Parkway, Dallas, TX 75254, USA",Lead,32.9417132,-96.821325
"Lead: (DEN-025) 1228 Delaware Street, Denver, CO, USA",Lead,39.7359053,-104.9926986
"Lead: (DET-018) 2550 W Grand Blvd, Detroit, MI 48208, USA",Lead,42.3628716,-83.0917478
"Lead: (EDM-007) 10044 105 St NW, Edmonton, AB T5J 1C3, Canada",Lead,53.5401127,-113.5012416
"Lead: (HOU-024) 8383 Westheimer Rd, Houston, TX 77063, USA",Lead,29.736859,-95.5132634
"Lead: (HOU-051) 6073 Highway 6 North, Houston, TX 77084, USA",Lead,29.8667332,-95.645754
Lead: (Kimco) KIMCO - Alabama Shepherd S.C.,Lead,29.7391967,-95.4113616
Lead: (Kimco) KIMCO - Dania Pointe,Lead,26.0517021,-80.1594596
Lead: (Kimco) KIMCO - Davidson Commons,Lead,35.5004972,-80.8601578
Lead: (Kimco) KIMCO - Dedham Pointe,Lead,,
Lead: (Kimco) KIMCO - Deer Grove Centre,Lead,42.1380024,-88.0272681
Lead: (Kimco) KIMCO - Deerfield Towne Center,Lead,39.3070645,-84.3168575
Lead: (Kimco) KIMCO - Del Monte Plaza,Lead,39.4690761,-119.7872436
Lead: (Kimco) KIMCO - Del Norte Plaza,Lead,37.9200763,-122.3152692
Lead: (Kimco) KIMCO - Desert Village,Lead,33.6956298,-111.8885315
Lead: (Kimco) KIMCO - Devon Village,Lead,40.0488805,-75.4112608
Lead: (Kimco) KIMCO - Doc Stone Commons,Lead,38.4770749,-77.417034
Lead: (Kimco) KIMCO - Dorsey's Search Village Center,Lead,39.242982,-76.8420349
Lead: (Kimco) KIMCO - Dublin Retail Center,Lead,37.7023414,-121.9321835
Lead: (Kimco) KIMCO - Dulles Town Crossing,Lead,39.0239932,-77.4277352
Lead: (Kimco) KIMCO - East Bank S.C.,Lead,39.6409622,-104.8274758
Lead: (Kimco) KIMCO - East Lake Woodlands,Lead,28.0605595,-82.7064665
Lead: (Kimco) KIMCO - East Windsor Village,Lead,40.29086,-74.5825828
Lead: (Kimco) KIMCO - Edgewater Commons,Lead,40.8126406,-73.9834086
Lead: (Kimco) KIMCO - Edgewater Marketplace,Lead,39.7491429,-105.0571798
Lead: (Kimco) KIMCO - El Camino North,Lead,33.1822443,-117.3329197
Lead: (Kimco) KIMCO - El Camino Promenade,Lead,33.0490288,-117.260401
Lead: (Kimco) KIMCO - Elmont S.C.,Lead,40.7067388,-73.6941161
Lead: (Kimco) KIMCO - Elmsford Center,Lead,41.0476741,-73.8073369
Lead: (Kimco) KIMCO - Embassy Lakes,Lead,26.0382259,-80.2879514
Lead: (Kimco) KIMCO - Embry Village,Lead,33.8842357,-84.2484251
Lead: (Kimco) KIMCO - Enchanted Forest S.C.,Lead,39.2805639,-76.8563879
Lead: (Kimco) KIMCO - Englewood Plaza,Lead,39.6560047,-104.9925155
Lead: (Kimco) KIMCO - Entrada de Oro Plaza,Lead,32.3507995,-110.9763524
Lead: (Kimco) KIMCO - Fairway Plaza,Lead,29.6468954,-95.1543638
Lead: (Kimco) KIMCO - Falls Pointe,Lead,35.9295377,-78.5827633
Lead: (Kimco) KIMCO - Falmouth Plaza,Lead,41.5563151,-70.5980697
Lead: (Kimco) KIMCO - Family Dollar Union Turnpike,Lead,40.7187045,-73.8142906
Lead: (Kimco) KIMCO - Fashion Faire Place,Lead,37.7010256,-122.1289987
Lead: (Kimco) KIMCO - Fellsway @ 630,Lead,42.4068962,-71.0838467
Lead: (Kimco) KIMCO - Festival at Hyannis S.C.,Lead,41.675322,-70.304705
Lead: (Kimco) KIMCO - Festival on Jefferson Court,Lead,33.6718816,-84.0588703
Lead: (Kimco) KIMCO - Fiesta Trails,Lead,29.562583,-98.5890653
Lead: (Kimco) KIMCO - Fire Mountain Center,Lead,33.1840361,-117.332021
Lead: (Kimco) KIMCO - Fishtown Crossing,Lead,39.9742515,-75.1200319
Lead: (Kimco) KIMCO - Flagler Park Plaza,Lead,25.7714596,-80.3304152
Lead: (Kimco) KIMCO - Flamingo Pines,Lead,26.0060019,-80.3135478
Lead: (Kimco) KIMCO - Forest Avenue Plaza,Lead,40.6242706,-74.1395018
Lead: (Kimco) KIMCO - Forest Avenue S.C.,Lead,40.6263884,-74.1380356
Lead: (Kimco) KIMCO - Forest Park,Lead,,
Lead: (Kimco) KIMCO - Fountain Plaza,Lead,,
Lead: (Kimco) KIMCO - Francisco Center,Lead,,
Lead: (Kimco) KIMCO - Franklin Park S.C.,Lead,47.7095652,-117.4097818
Lead: (Kimco) KIMCO - Franklin Square S.C.,Lead,40.6895795,-73.6864063
Lead: (Kimco) KIMCO - Freedom Centre,Lead,36.9392479,-121.7761748
Lead: (Kimco) KIMCO - Fremont Hub,Lead,37.5450245,-121.9888002
Lead: (Kimco) KIMCO - Front Range Village,Lead,40.5257243,-105.0248771
Lead: (Kimco) KIMCO - Frontier Village S.C.,Lead,48.0015228,-122.1038047
Lead: (Kimco) KIMCO - Ft. Lauderdale Plaza,Lead,26.1932861,-80.2503992
Lead: (Kimco) KIMCO - Fullerton Plaza,Lead,39.3724927,-76.5082615
Lead: (Kimco) KIMCO - Fulton Market Place,Lead,,
Lead: (Kimco) KIMCO - Gaithersburg S.C.,Lead,39.1617556,-77.2206442
Lead: (Kimco) KIMCO - Galena Junction S.C.,Lead,39.394811,-119.765788
Lead: (Kimco) KIMCO - Galveston Place,Lead,29.2676053,-94.8315776
Lead: (Kimco) KIMCO - Garden State Pavilions,Lead,39.924997,-75.0438018
Lead: (Kimco) KIMCO - Gardena Gateway Center,Lead,33.8721223,-118.2976234
Lead: (Kimco) KIMCO - Gateway at Donner Pass,Lead,39.3267431,-120.2060655
Lead: (Kimco) KIMCO - Gateway Plaza,Lead,37.5536735,-121.9789066
Lead: (Kimco) KIMCO - Gateway S.C.,Lead,47.8770328,-122.2130436
Lead: (Kimco) KIMCO - Gateway Station,Lead,32.5691891,-97.3192966
Lead: (Kimco) KIMCO - Glendale Square,Lead,42.4143893,-71.0469677
Lead: (Kimco) KIMCO - Gordon Plaza,Lead,38.6647644,-77.2486388
Lead: (Kimco) KIMCO - Granary Square,Lead,34.4025403,-118.55113
Lead: (Kimco) KIMCO - Grand Oaks Village,Lead,28.4922538,-81.4921803
Lead: (Kimco) KIMCO - Grand Parkway Marketplace,Lead,30.0873293,-95.5201189
Lead: (Kimco) KIMCO - Grand Parkway Marketplace II,Lead,30.0832071,-95.5211904
Lead: (Kimco) KIMCO - Grand Plaza,Lead,40.5496357,-74.1501911
Lead: (Kimco) KIMCO - Grayson Commons,Lead,33.8970726,-83.9615603
Lead: (Kimco) KIMCO - Greeley Commons,Lead,40.3908798,-104.7573577
Lead: (Kimco) KIMCO - Greenbrier S.C.,Lead,39.5432783,-76.3255113
Lead: (Kimco) KIMCO - Greenhouse Marketplace,Lead,37.6881775,-122.1371512
Lead: (Kimco) KIMCO - Greenridge Plaza,Lead,40.5599857,-74.1683104
Lead: (Kimco) KIMCO - Greenwood S.C.,Lead,39.6374023,-86.1294322
Lead: (Kimco) KIMCO - Gresham Town Fair,Lead,45.5023565,-122.4345389
Lead: (Kimco) KIMCO - Grove Gate S.C.,Lead,25.736189,-80.2444268
Lead: (Kimco) KIMCO - Hamden Mart,Lead,41.3730518,-72.9179149
Lead: (Kimco) KIMCO - Hampton Bays Plaza,Lead,40.8759092,-72.5369412
Lead: (Kimco) KIMCO - Harpers Choice,Lead,39.2192732,-76.8830303
Lead: (Kimco) KIMCO - Harrisburg East S.C.,Lead,40.3074055,-76.803358
Lead: (Kimco) KIMCO - Hawthorn Hills Square S.C.,Lead,42.2389293,-87.9463201
Lead: (Kimco) KIMCO - HEB - Dairy Ashford & Memorial,Lead,29.7790122,-95.6064785
Lead: (Kimco) KIMCO - Heights Plaza,Lead,29.8046144,-95.400182
Lead: (Kimco) KIMCO - Heritage Place,Lead,,
Lead: (Kimco) KIMCO - Heritage West S.C.,Lead,39.6813086,-105.1222872
Lead: (Kimco) KIMCO - Hickory Ridge,Lead,39.1983028,-76.8840977
Lead: (Kimco) KIMCO - Hicksville Plaza,Lead,40.7775841,-73.5290538
Lead: (Kimco) KIMCO - High House Crossing,Lead,35.7854139,-78.8730203
Lead: (Kimco) KIMCO - Highland Lakes Plaza,Lead,28.0777669,-82.7379478
Lead: (Kimco) KIMCO - Highland Square,Lead,33.7934388,-84.3381003
Lead: (Kimco) KIMCO - Highlands Ranch II,Lead,39.5421467,-104.9424222
Lead: (Kimco) KIMCO - Highlands Ranch S.C.,Lead,39.5419117,-104.9398338
Lead: (Kimco) KIMCO - Hillsborough Promenade,Lead,40.51704,-74.62807
Lead: (Kimco) KIMCO - Hilltop Village Center,Lead,38.7426565,-77.1622825
Lead: (Kimco) KIMCO - Hillview S.C.,Lead,39.9361377,-75.0246836
Lead: (Kimco) KIMCO - Holcomb Center,Lead,33.9907954,-84.2749601
Lead: (Kimco) KIMCO - Hollywood Hills Plaza,Lead,26.0143493,-80.1739077
Lead: (Kimco) KIMCO - Holmdel Towne Center,Lead,40.4133187,-74.1446182
Lead: (Kimco) KIMCO - Renaissance Centre,Lead,28.664209,-81.3805383
Lead: (Kimco) KIMCO - Rexville Town Center,Lead,18.3607592,-66.188356
Lead: (Kimco) KIMCO - Richmond S.C.,Lead,40.5751004,-74.1674957
Lead: (Kimco) KIMCO - Richmond Square,Lead,29.7310149,-95.4626908
Lead: (Kimco) KIMCO - Ridgedale Festival Center,Lead,44.9725252,-93.4571799
Lead: (Kimco) KIMCO - Ridgewood S.C.,Lead,40.9784076,-74.1225049
Lead: (Kimco) KIMCO - River City Marketplace,Lead,30.4807854,-81.6352419
Lead: (Kimco) KIMCO - River Hill Village Center,Lead,39.2115697,-76.935649
Lead: (Kimco) KIMCO - River Oaks S.C.,Lead,,
Lead: (Kimco) KIMCO - River Point at Sheridan,Lead,39.6491563,-105.0053602
Lead: (Kimco) KIMCO - Riverplace S.C.,Lead,30.1731999,-81.6260725
Lead: (Kimco) KIMCO - Riverside Landings,Lead,28.6610336,-81.178543
Lead: (Kimco) KIMCO - Riverwalk Marketplace,Lead,34.0173894,-84.1867237
Lead: (Kimco) KIMCO - Rock Prairie Marketplace,Lead,30.5850428,-96.2832828
Lead: (Kimco) KIMCO - Rockingham Plaza,Lead,42.7666104,-71.2198604
Lead: (Kimco) KIMCO - Romaine Plaza,Lead,40.9190294,-73.8951511
Lead: (Kimco) KIMCO - Roswell Corners,Lead,34.063984,-84.395181
Lead: (Kimco) KIMCO - Roswell Crossing,Lead,34.0574082,-84.3792808
Lead: (Kimco) KIMCO - Round Rock S.C.,Lead,30.5181342,-97.6904578
Lead: (Kimco) KIMCO - San Marcos Plaza,Lead,33.1312386,-117.2099496
Lead: (Kimco) KIMCO - Santee Trolley Square,Lead,32.8410218,-116.9808709
Lead: (Kimco) KIMCO - Scottsdale Horizon,Lead,33.6199054,-111.8699004
Lead: (Kimco) KIMCO - Scottsdale Waterfront,Lead,33.5013332,-111.9277822
Lead: (Kimco) KIMCO - Sea Ranch Centre,Lead,26.1981438,-80.0967033
Lead: (Kimco) KIMCO - Sequams SC,Lead,40.696737,-73.3114442
Lead: (Kimco) KIMCO - Sharyland Towne Crossing,Lead,26.1971765,-98.2842586
Lead: (Kimco) KIMCO - Shawan Plaza,Lead,39.4949077,-76.6485712
Lead: (Kimco) KIMCO - Shoppes at Bears Path,Lead,32.2577418,-110.8038133
Lead: (Kimco) KIMCO - Shoppes at Deerfield,Lead,26.3173841,-80.1579024
Lead: (Kimco) KIMCO - Shoppes at Memorial Villages,Lead,29.7855491,-95.4831062
Lead: (Kimco) KIMCO - Shoprite S.C.,Lead,40.953583,-73.858846
Lead: (Kimco) KIMCO - Shops at Baybrook,Lead,29.5404678,-95.1398613
Lead: (Kimco) KIMCO - Shops at Hilshire Village,Lead,29.7966814,-95.4864653
Lead: (Kimco) KIMCO - Shops at Kirby Drive,Lead,29.6923744,-95.4142485
Lead: (Kimco) KIMCO - Shops at Santa Barbara,Lead,26.6095669,-81.9735739
Lead: (Kimco) KIMCO - Shops at Three Corners,Lead,29.6904361,-95.4146154
Lead: (Kimco) KIMCO - Shrewsbury Square S.C.,Lead,,
Lead: (Kimco) KIMCO - Silver Creek Plaza,Lead,37.3089605,-121.8103176
Lead: (Kimco) KIMCO - Silverdale Plaza,Lead,47.6521359,-122.6889875
Lead: (Kimco) KIMCO - Six Forks Station S.C.,Lead,35.8992035,-78.6545491
Lead: (Kimco) KIMCO - Skokie Pointe,Lead,42.0524197,-87.7455131
Lead: (Kimco) KIMCO - Smithtown Plaza,Lead,40.8610905,-73.1299436
Lead: (Kimco) KIMCO - Smoketown Station,Lead,38.6502154,-77.3002659
Lead: (Kimco) KIMCO - Snowden Square S.C.,Lead,39.18103,-76.82014
Lead: (Kimco) KIMCO - Sodo S.C.,Lead,28.5164222,-81.3789394
Lead: (Kimco) KIMCO - South Hill Center,Lead,47.1528384,-122.2938895
Lead: (Kimco) KIMCO - South Miami S.C.,Lead,25.6999563,-80.2938888
Lead: (Kimco) KIMCO - South Napa Market Place,Lead,38.2812374,-122.2765619
Lead: (Kimco) KIMCO - South Pasadena S.C.,Lead,27.7572309,-82.7342359
Lead: (Kimco) KIMCO - Southampton Center,Lead,,
Lead: (Kimco) KIMCO - Southfield Plaza,Lead,42.5087832,-83.2189085
Lead: (Kimco) KIMCO - Southgate SC,Lead,,
Lead: (Kimco) KIMCO - Sparks Mercantile,Lead,39.5550371,-119.7541256
Lead: (Kimco) KIMCO - Spring Meadows Place,Lead,41.6133846,-83.699589
Lead: (Kimco) KIMCO - Springfield S.C.,Lead,39.9360905,-75.3508283
Lead: (Kimco) KIMCO - Squaw Peak Plaza,Lead,33.5373671,-112.0464379
