name,stage,lat,lon
Lead: (Kimco) KIMCO - St. Andrews Center,Lead,32.7817371,-79.9902929
Lead: (Kimco) KIMCO - Stafford Marketplace,Lead,38.4717732,-77.4082637
Lead: (Kimco) KIMCO - Stanford Ranch,Lead,38.7829093,-121.2681198
Lead: (Kimco) KIMCO - Starr Plaza,Lead,26.3705243,-98.7994252
Lead: (Kimco) KIMCO - Stevens Creek Central,Lead,37.3221369,-121.9951121
Lead: (Kimco) KIMCO - Stevens Ranch,Lead,32.2590738,-97.6558426
Lead: (Kimco) KIMCO - Stonebridge at Potomac Town Center,Lead,38.6291755,-77.2880029
Lead: (Kimco) KIMCO - Stonehenge Market,Lead,35.8869039,-78.6779381
Lead: (Kimco) KIMCO - Stony Point Plaza,Lead,38.4289025,-122.7429536
Lead: (Kimco) KIMCO - Stop & Shop,Lead,,
Lead: (Kimco) KIMCO - Suburban Square and Coulter Avenue,Lead,40.0088589,-75.2896139
Lead: (Kimco) KIMCO - Sunset Point 19 S.C.,Lead,27.9879953,-82.7325568
Lead: (Kimco) KIMCO - Sunset Valley Marketfair,Lead,30.227699,-97.822673
Lead: (Kimco) KIMCO - Sycamore Plaza,Lead,33.848632,-117.8898378
Lead: (Kimco) KIMCO - Syosset Corners,Lead,40.8228435,-73.5014658
Lead: (Kimco) KIMCO - Syosset S.C.,Lead,40.8241506,-73.501236
Lead: (Kimco) KIMCO - Tamiami Trail Shops,Lead,25.7596306,-80.4181665
Lead: (Kimco) KIMCO - Tanasbourne Village,Lead,45.5364272,-122.8686541
Lead: (Kimco) KIMCO - The Boulevard,Lead,,
Lead: (Kimco) KIMCO - The Centre at Copperfield,Lead,29.8810317,-95.6436521
Lead: (Kimco) KIMCO - The Centre at Post Oak,Lead,29.7421763,-95.4623737
Lead: (Kimco) KIMCO - The Commons at Dexter Lake,Lead,35.1708488,-89.7954096
Lead: (Kimco) KIMCO - The Crossings,Lead,39.1031694,-76.8005131
Lead: (Kimco) KIMCO - The Crossroads,Lead,28.9971759,-81.303836
Lead: (Kimco) KIMCO - The District @ Tustin Legacy,Lead,33.6979539,-117.8283326
Lead: (Kimco) KIMCO - The Fountains at Arbor Lakes,Lead,45.0932183,-93.4264022
Lead: (Kimco) KIMCO - The Gardens at Great Neck,Lead,40.7859167,-73.7277158
Lead: (Kimco) KIMCO - The Green Cove Plaza,Lead,40.8084399,-73.629331
Lead: (Kimco) KIMCO - The Marketplace,Lead,,
Lead: (Kimco) KIMCO - The Marketplace at Dr Phillips,Lead,28.4518191,-81.4896821
Lead: (Kimco) KIMCO - The Marketplace at Factoria,Lead,47.5746088,-122.1719914
Lead: (Kimco) KIMCO - The Plaza at Citrus Park,Lead,28.0640257,-82.5750203
Lead: (Kimco) KIMCO - The Shoppes at Caveness Farms,Lead,,
Lead: (Kimco) KIMCO - The Shoppes at Wilde Lake,Lead,39.2206504,-76.8757986
Lead: (Kimco) KIMCO - The Shoppes at Wilderness Oaks,Lead,29.4251905,-98.4945922
Lead: (Kimco) KIMCO - The Shops at District Heights,Lead,38.8638432,-76.915942
Lead: (Kimco) KIMCO - The Shops at Old Orchard,Lead,42.5420186,-83.3598471
Lead: (Kimco) KIMCO - The Shops on Lane Avenue,Lead,40.0065964,-83.0541483
Lead: (Kimco) KIMCO - The Summit at Scottsdale,Lead,33.7799269,-111.9231851
Lead: (Kimco) KIMCO - The Whittaker,Lead,47.5606353,-122.3821534
Lead: (Kimco) KIMCO - Timonium Crossing,Lead,39.4399741,-76.6269869
Lead: (Kimco) KIMCO - Timonium Square,Lead,39.443439,-76.6259264
Lead: (Kimco) KIMCO - TJ Maxx Plaza,Lead,25.7001117,-80.3826238
Lead: (Kimco) KIMCO - Tomball Crossing,Lead,30.0097124,-95.5905304
Lead: (Kimco) KIMCO - Tomball Marketplace,Lead,30.0861181,-95.6389766
Lead: (Kimco) KIMCO - Torrance Promenade,Lead,33.8530806,-118.3521981
Lead: (Kimco) KIMCO - Town & Country Crossing,Lead,,
Lead: (Kimco) KIMCO - Township Line S.C.,Lead,39.9684137,-75.2983962
Lead: (Kimco) KIMCO - Towson Place,Lead,39.3891668,-76.5487895
Lead: (Kimco) KIMCO - Tradewinds S.C.,Lead,,
Lead: (Kimco) KIMCO - Trenton Crossing - North McAllen,Lead,26.2727858,-98.2154712
Lead: (Kimco) KIMCO - Tri-City Plaza,Lead,27.9179981,-82.7327754
Lead: (Kimco) KIMCO - Troy Marketplace,Lead,42.562508,-83.1322282
Lead: (Kimco) KIMCO - Truckee Crossroads,Lead,39.3194261,-120.2086189
Lead: (Kimco) KIMCO - Trujillo Alto Plaza,Lead,18.3697939,-66.0172365
Lead: (Kimco) KIMCO - Turnpike Plaza,Lead,40.4691157,-74.4087381
Lead: (Kimco) KIMCO - Tustin Heights S.C.,Lead,33.7470899,-117.8097091
Lead: (Kimco) KIMCO - Tuttlebee Plaza,Lead,27.300354,-82.5155812
Lead: (Kimco) KIMCO - Tyvola Square,Lead,35.1627897,-80.8747991
Lead: (Kimco) KIMCO - Tyvola Square II,Lead,35.1627897,-80.8747991
Lead: (Kimco) KIMCO - Union Crescent Plaza,Lead,40.7167425,-74.2861533
Lead: (Kimco) KIMCO - University Town Center,Lead,,
Lead: (Kimco) KIMCO - Vail Ranch Plaza,Lead,33.4809799,-117.0920028
Lead: (Kimco) KIMCO - Vermont-Slauson S.C.,Lead,33.9876543,-118.2908772
Lead: (Kimco) KIMCO - Veterans Memorial Plaza,Lead,40.6387509,-73.7012099
Lead: (Kimco) KIMCO - Village Center West,Lead,39.543087,-104.9443879
Lead: (Kimco) KIMCO - Village Commons S.C.,Lead,26.7144241,-80.1016777
Lead: (Kimco) KIMCO - Village Crossroads,Lead,33.5964012,-111.9786605
Lead: (Kimco) KIMCO - Village Green Center,Lead,26.6379466,-80.2054641
Lead: (Kimco) KIMCO - Village Lakes S.C.,Lead,28.1909122,-82.4592649
Lead: (Kimco) KIMCO - Village on the Park,Lead,39.6731131,-104.8676023
Lead: (Kimco) KIMCO - Village Plaza at Bunker Hill,Lead,29.7873725,-95.5329131
Lead: (Kimco) KIMCO - Village Shoppes of Canton,Lead,42.1395311,-71.1462399
Lead: (Kimco) KIMCO - Villages at Urbana,Lead,39.3301247,-77.3526429
Lead: (Kimco) KIMCO - Vinnin Square Plaza,Lead,42.4815793,-70.9015608
Lead: (Kimco) KIMCO - Vista Balboa Center,Lead,32.8206259,-117.1578002
Lead: (Kimco) KIMCO - Vizcaya Square,Lead,26.134728,-80.2888373
Lead: (Kimco) KIMCO - Wakefield Commons,Lead,35.9430834,-78.5427235
Lead: (Kimco) KIMCO - Wakefield Crossings,Lead,,
Lead: (Kimco) KIMCO - Washington St. Plaza,Lead,42.343102,-71.1409945
Lead: (Kimco) KIMCO - Washington St. S.C.,Lead,42.5041361,-71.1249843
Lead: (Kimco) KIMCO - Waverly Plaza,Lead,40.7781344,-73.0331826
Lead: (Kimco) KIMCO - Wayne Plaza,Lead,39.9157796,-77.6515613
Lead: (Kimco) KIMCO - Webster Square,Lead,42.2513645,-71.8512036
Lead: (Kimco) KIMCO - Wellington Green Commons,Lead,26.641296,-80.2061986
Lead: (Kimco) KIMCO - West 38th Street S.C.,Lead,39.7689136,-105.019854
Lead: (Kimco) KIMCO - West Alex,Lead,38.8417699,-77.1075772
Lead: (Kimco) KIMCO - West Broward S.C.,Lead,26.1216256,-80.2012489
Lead: (Kimco) KIMCO - West Farm S.C.,Lead,41.715821,-72.7641908
Lead: (Kimco) KIMCO - West Oaks I & II S.C.,Lead,42.493813,-83.4798619
Lead: (Kimco) KIMCO - Westchase S.C.,Lead,29.7348965,-95.5706292
Lead: (Kimco) KIMCO - Western Plaza,Lead,18.2428292,-67.1617007
Lead: (Kimco) KIMCO - Westgate Plaza,Lead,32.9425046,-97.1024665
Lead: (Kimco) KIMCO - Westhill Village,Lead,29.7363791,-95.5031
Lead: (Kimco) KIMCO - Westlake S.C.,Lead,37.6991007,-122.4829582
Lead: (Kimco) KIMCO - Westminster Center,Lead,33.7613281,-118.0129364
Lead: (Kimco) KIMCO - Westmont Plaza,Lead,39.9010383,-75.0630083
Lead: (Kimco) KIMCO - Westover Square,Lead,32.7397108,-97.4202136
Lead: (Kimco) KIMCO - Westwood Plaza,Lead,,
Lead: (Kimco) KIMCO - Wexford Plaza,Lead,40.6125512,-80.0538473
Lead: (Kimco) KIMCO - White Plains S.C.,Lead,41.0303808,-73.7662197
Lead: (Kimco) KIMCO - Whitehall Center,Lead,40.3639794,-79.9674548
Lead: (Kimco) KIMCO - Whiteland Town Center,Lead,40.0287149,-75.6318503
Lead: (Kimco) KIMCO - Whittwood Town Center,Lead,33.9434399,-117.995657
Lead: (Kimco) KIMCO - Whole Foods at Wynnewood,Lead,40.0020774,-75.2755694
Lead: (Kimco) KIMCO - Wilkens Beltway Plaza,Lead,39.2657323,-76.6992584
Lead: (Kimco) KIMCO - Willowbrook Plaza,Lead,40.8866393,-74.2523524
Lead: (Kimco) KIMCO - Wilton Campus,Lead,41.1897939,-73.4315614
Lead: (Kimco) KIMCO - Wilton River Park S.C.,Lead,41.191232,-73.4311455
Lead: (Kimco) KIMCO - Winchester Center,Lead,,
Lead: (Kimco) KIMCO - Winn Dixie - Miami,Lead,,
Lead: (Kimco) KIMCO - Winter Park Corners,Lead,28.6012533,-81.326289
Lead: (Kimco) KIMCO - Woodbridge S.C.,Lead,29.6480374,-95.6494487
Lead: (Kimco) KIMCO - Woodbury Common,Lead,40.8168216,-73.4663665
Lead: (Kimco) KIMCO - Woodbury Lakes,Lead,44.9466643,-92.9246167
Lead: (Kimco) KIMCO - Woodlawn Marketplace,Lead,35.1752641,-80.8775185
Lead: (Kimco) KIMCO - Woodmen Valley S.C.,Lead,38.9399925,-104.840811
Lead: (Kimco) KIMCO - Woodruff S.C.,Lead,,
Lead: (Kimco) KIMCO - Woodstock Square,Lead,34.0845354,-84.5218912
Lead: (Kimco) KIMCO - York Road Plaza,Lead,39.3726703,-76.6106582
"Lead: (LAS-001) 2784 E Charleston Blvd, Las Vegas, NV 89104, USA",Lead,36.1590727,-115.1117648
"Lead: (LAS-002) 1225 S Commerce St, Las Vegas, NV 89102, USA",Lead,36.1565865,-115.1546049
"Lead: (LAX-002) 1230 W Olympic Blvd, Los Angeles, CA 90015, USA",Lead,34.0470154,-118.2699484
"Lead: (LAX-003) 718 E 9th St, Los Angeles, CA 90021, USA",Lead,34.0366579,-118.2500642
"Lead: (LAX-004) 11420 Cumpston Street, North Hollywood, Los Angeles, CA 91601, USA",Lead,34.1694707,-118.3796176
"Lead: (LAX-005) 19231 Victory Blvd, Reseda, Los Angeles, CA 91335, USA",Lead,34.1872783,-118.5524854
"Lead: (LAX-007) 11059 Ventura Blvd, Studio City, CA 91604, USA",Lead,34.1411422,-118.3715913
"Lead: (LAX-011) 922 S Los Angeles St, Los Angeles, L A, CA 90015, USA",Lead,34.0399869,-118.2545013
"Lead: (LAX-012) 1148 South Broadway, Los Angeles, CA 90015, USA",Lead,34.0385454,-118.2595413
"Lead: (LAX-014) 3824 S Figueroa St, Los Angeles, CA 90037, USA",Lead,34.0149971,-118.2825272
"Lead: (LAX-017) 3560 S La Cienega Blvd, Los Angeles, CA 90016, USA",Lead,34.0228686,-118.3719003
"Lead: (LAX-018) 1282 N Fairfax Ave, West Hollywood, CA 90046, USA",Lead,34.0941496,-118.361342
"Lead: (LAX-021) 7038 Sunset Boulevard, Los Angeles, CA 90028, USA",Lead,34.0977882,-118.3427756
"Lead: (LAX-025) 21534 Devonshire Street, Chatsworth, CA 91311, USA",Lead,34.2567279,-118.599993
"Lead: (LAX-026) 2055 S Sepulveda Blvd, Los Angeles, CA 90025, USA",Lead,34.0417544,-118.4396931
"Lead: (LAX-027) 14058 Ventura Blvd, Sherman Oaks, CA 91423, USA",Lead,34.1491369,-118.4391964
"Lead: (LAX-028) 491 N Allen Ave, Pasadena, CA 91106, USA",Lead,34.1546863,-118.113581
"Lead: (LAX-029) 6341 Arizona Cir, Los Angeles, CA 90045, USA",Lead,33.9809881,-118.3975833
"Lead: (LAX-030) 4067 W Pico Blvd, Los Angeles, CA 90019, USA",Lead,34.047775,-118.3241134
"Lead: (LAX-032) 3644 11th Ave, Los Angeles, CA 90018, USA",Lead,34.0216186,-118.3290888
"Lead: (LAX-033) 2901 W Jefferson Blvd, Los Angeles, CA 90018, USA",Lead,34.025893,-118.327343
"Lead: (LAX-036) 2153 W Washington Blvd, Los Angeles, CA 90018, USA",Lead,34.0401981,-118.3078153
"Lead: (LAX-037) 200 South La Brea Ave, Los Angeles, CA 90036, USA",Lead,34.0706376,-118.3438484
"Lead: (LAX-038) 13007 Sherman Way, North Hollywood, CA 91605, USA",Lead,34.202635,-118.4169689
"Lead: (LAX-039) 1323 5th St, Santa Monica, CA 90401, USA",Lead,34.0182525,-118.4949269
"Lead: (LAX-040) 1338 5th St, Santa Monica, CA 90401, USA",Lead,34.0176849,-118.4950029
"Lead: (LAX-044) 2400 Barranca Pkwy, Irvine, CA 92606, USA",Lead,33.6963546,-117.83087
"Lead: (LAX-051) 248 Pico Blvd, Santa Monica, CA 90405, USA",Lead,34.008632,-118.488149
"Lead: (LAX-052) 10619 Prairie Ave, Inglewood, CA 90303, USA",Lead,33.9393847,-118.344195
"Lead: (LAX-053) 4911 W Century Blvd, Inglewood, CA 90304, USA",Lead,33.9457262,-118.3639717
"Lead: (LAX-055) 18826 Ventura Blvd, Tarzana, CA 91356, USA",Lead,34.1715716,-118.5439122
"Lead: (LAX-057) 515 West 27th Street, Los Angeles, CA 90007, USA",Lead,34.0271218,-118.2757077
"Lead: (LAX-059) 950 E 60th St, Los Angeles, CA 90001, USA",Lead,33.9853356,-118.2580442
"Lead: (LAX-061) 5741 W Adams Blvd, Los Angeles, CA 90016, USA",Lead,34.0326666,-118.3683779
"Lead: (LAX-062) 212 Evergreen St, Burbank, CA 91505, USA",Lead,34.1531241,-118.3453949
"Lead: (LAX-063) 3357 S Bristol St, Santa Ana, CA 92704, USA",Lead,33.7006754,-117.8842993
"Lead: (LAX-064) 2732 S Central Ave, Los Angeles, CA 90011, USA",Lead,34.016775,-118.2553862
"Lead: (LAX-065) 3030 Sawtelle Blvd, Los Angeles, CA 90066, USA",Lead,34.025707,-118.4306355
"Lead: (LAX-066) 12500 Magnolia Boulevard, Valley Village, CA, USA",Lead,34.1646888,-118.405487
"Lead: (LAX-067) 635 S Vermont Ave, Los Angeles, CA 90005, USA",Lead,34.0628029,-118.2919678
"Lead: (LAX-072) 6130 S Avalon Blvd, Los Angeles, CA 90003, USA",Lead,33.983322,-118.2649157
"Lead: (LAX-073) 3519 West Commonwealth Avenue, Fullerton, CA, USA",Lead,33.8708881,-117.9744602
"Lead: (LAX-074) 1517 W Adams Blvd, Los Angeles, CA, USA",Lead,34.0331154,-118.2949134
"Lead: (LAX-800) 3964 S Figueroa St, Los Angeles, CA 90037, USA",Lead,34.012123,-118.282354
"Lead: (LAX-801) 730 South Raymond Avenue, Pasadena, CA 91105, USA",Lead,34.1331184,-118.1485722
"Lead: (LAX-999) 1300 Exposition Blvd, Los Angeles, CA 90018, USA",Lead,34.0179283,-118.3005145
"Lead: (LAX-999) 2511 West 6th Street, Los Angeles, CA, USA",Lead,34.0618434,-118.2793862
"Lead: (LAX-999) 4378 S Main St, Los Angeles, CA, USA",Lead,34.0040222,-118.2737875
"Lead: (LAX-999) 4419 Van Nuys Blvd, Sherman Oaks, CA 91403, USA",Lead,34.1518141,-118.4496519
"Lead: (Lowes) 1001 W Oakland Park Blvd, Wilton Manors, FL 33311",Lead,26.1683853,-80.1555701
"Lead: (Lowes) 130 N University Dr, Pembroke Pines, FL 33024",Lead,26.0102144,-80.2509534
"Lead: (Lowes) 17460 NW 57th Ave, Hialeah, FL 33015",Lead,25.9316095,-80.2957502
"Lead: (Lowes) 6600 Dykes Rd, Southwest Ranches, FL 33331",Lead,26.0331934,-80.3592208
"Lead: (MEM-001) 201 Adams Ave, Memphis, TN 38103, USA",Lead,35.1466948,-90.0485411
"Lead: (MIA-001) 201 SW 2nd Ave, Miami, FL 33130, USA",Lead,25.7722553,-80.1973683
"Lead: (MIA-038) 116 W Flagler St, Miami, FL 33130, USA",Lead,25.7739265,-80.1964579
"Lead: (MIA-004) 609 Brickell Ave, Miami, FL 33131, USA",Lead,25.7676664,-80.1895552
"Lead: (MIA-006) 127 NE 11th St, Miami, FL 33132, USA",Lead,25.78502,-80.191548
"Lead: (MIA-096) 12960 Southwest 89th Avenue, Miami, FL 33176, USA",Lead,25.6491331,-80.3385796
"Lead: (MIA-076) 1341 NW 22nd St, Miami, FL 33142, USA",Lead,25.7978801,-80.2184663
"Lead: (MIA-034) 1420 Northwest 13th Terrace, Miami, FL 33125, USA",Lead,25.7868544,-80.2193158
"Lead: (MIA-017) 15 NE 3rd St, Fort Lauderdale, FL 33301, USA",Lead,26.1254688,-80.1429892
"Lead: (MIA-020) 850 NW 23rd St, Miami, FL 33127, USA",Lead,25.798593,-80.210115
"Lead: (MIA-021) 150 NE 19th St, Miami, FL 33132, USA",Lead,25.7941982,-80.1929115
"Lead: (MIA-022) 2577 SW 37th Ave, Miami, FL 33133, USA",Lead,25.7433075,-80.2540986
"Lead: (MIA-025) 204 SW 3rd St, Miami, FL 33130, USA",Lead,25.771033,-80.1986517
"Lead: (MIA-033) 200 NE 62nd St, Miami, FL 33138, USA",Lead,25.832699,-80.1916959
"Lead: (MIA-014) 2030 NW 7th Ave, Miami, FL 33127, USA",Lead,25.7957824,-80.2073232
"Lead: (MIA-092) 2250 NW 2nd Ave, Miami, FL 33127, USA",Lead,25.7986643,-80.1999552
"Lead: (MIA-027) 2417 N Miami Ave, Miami, FL 33127, USA",Lead,25.80021,-80.1947
"Lead: (MIA-058) 2828 Northeast 9th Court, Fort Lauderdale, FL 33304, USA",Lead,26.1372198,-80.107252
"Lead: (MIA-011) 2900 NW 7th Ave, Miami, FL 33127, USA",Lead,25.8038695,-80.2074963
"Lead: (MIA-044) 300 NW 29th St, Miami, FL 33127, USA",Lead,25.8035703,-80.2013486
"Lead: (MIA-032) 3399 NW S River Dr, Miami, FL 33142, USA",Lead,25.799339,-80.2506403
"Lead: (MIA-040) 601 Brickell Key Dr, Miami, FL 33131, USA",Lead,25.7669144,-80.1861349
"Lead: (MIA-048) 3414 NW 7th Ave, Miami, FL 33127, USA",Lead,25.8085964,-80.2076087
"Lead: (MIA-050) 347 Don Shula Dr, Miami Gardens, FL, USA",Lead,25.957949,-80.239287
"Lead: (MIA-045) 1690 NW N River Dr, Miami, FL 33125, USA",Lead,25.786199,-80.222564
"Lead: (MIA-089) 4030 N Miami Ave, Miami, FL 33127, USA",Lead,25.8139643,-80.1957471
"Lead: (MIA-043) 41 Northwest 20th Street, Miami, FL, USA",Lead,25.7957928,-80.195919
"Lead: (MIA-035) 4220 NW 2nd Ave, Miami, FL 33127, USA",Lead,25.8153085,-80.1998407
"Lead: (MIA-054) 511 Northeast 15th Street, Miami, FL, USA",Lead,25.7898978,-80.1867215
"Lead: (MIA-056) 3117 NW 7th Ave, Miami, FL 33127, USA",Lead,25.805705,-80.2071536
"Lead: (MIA-057) 5600 NW 7th St, Miami, FL 33126, USA",Lead,25.7777254,-80.28641
"Lead: (MIA-010) 4480 NW 2nd Ave, Miami, FL 33127, USA",Lead,25.8166759,-80.1999446
"Lead: (MIA-109) 458 NW 7th St, Miami, FL 33136, USA",Lead,25.7802951,-80.2025047
"Lead: (MIA-063) 1789 Biscayne Blvd, Miami, FL 33132, USA",Lead,25.7933366,-80.1888033
"Lead: (MIA-064) 152 NW 8th St, Miami, FL 33136, USA",Lead,25.781232,-80.197418
"Lead: (MIA-065) 2240 SW 8th St, Miami, FL 33135, USA",Lead,25.765116,-80.23164
"Lead: (MIA-066) 6850 Southwest 81st Terrace, Miami, FL 33143, USA",Lead,25.6944146,-80.3040743
"Lead: (MIA-053) 5225 Collins Ave, Miami Beach, FL 33140, USA",Lead,25.8299932,-80.1213544
"Lead: (MIA-070) 821 NE 79th St, Miami, FL 33138, USA",Lead,25.8481604,-80.179859
"Lead: (MIA-108) 5966 South Dixie Highway, Miami, FL 33143, USA",Lead,25.7026359,-80.2907965
"Lead: (MIA-085) 521 NE 4th Ave, Fort Lauderdale, FL 33301, USA",Lead,26.1289955,-80.1399822
"Lead: (MIA-088) 12210 Biscayne Blvd, North Miami, FL 33181, USA",Lead,25.8888338,-80.1646257
"Lead: (MIA-069) 611 NE 83rd Ln, Miami, FL 33138, USA",Lead,25.852695,-80.184591
"Lead: (MIA-090) 650 Northwest 8th Street, Miami, FL 33136, USA",Lead,25.7810449,-80.2054279
"Lead: (MIA-093) 10823 Biscayne Blvd, Miami, FL 33161, USA",Lead,25.8756026,-80.1693912
"Lead: (MIA-094) 8659 Southwest 124th Avenue, Miami, FL 33183, USA",Lead,25.6880241,-80.3935517
"Lead: (MIA-095) 12004 Southwest 88th Street, Miami, FL 33186, USA",Lead,25.6856019,-80.3912208
"Lead: (MIA-037) 626 S Miami Ave, Miami, FL 33130, USA",Lead,25.7678249,-80.1935872
"Lead: (MIA-097) 9 Southeast 6th Street, Miami, FL 33131, USA",Lead,25.768587,-80.192776
"Lead: (MIA-099) 244 Miracle Mile, Coral Gables, FL 33134, USA",Lead,25.7492712,-80.259708
"Lead: (MIA-100) 1121 N Dixie Hwy, West Palm Beach, FL 33401, USA",Lead,26.723279,-80.0534969
"Lead: (MIA-001) 6743 Main St, Miami Lakes, FL 33014, USA",Lead,25.9135103,-80.3100506
"Lead: (MIA-106) 533 NE 83rd St, Miami, FL 33138, USA",Lead,25.8516756,-80.1860021
"Lead: (MIA-103) 7050 Northeast 2nd Avenue, Miami, FL 33138, U.S.",Lead,25.839987,-80.192783
"Lead: (MIA-036) 798 NW 62nd St, Miami, FL 33150, USA",Lead,25.8319498,-80.2102773
"Lead: (MIA-060) 8281 NE 1st Pl, Miami, FL 33138, USA",Lead,25.8510937,-80.1938718
"Lead: (MIA-110) 9290 NW 22nd Ave, Miami, FL 33147, USA",Lead,25.8584506,-80.2342879
"Lead: (MIA-111) 3452 N Miami Ave, Miami, FL 33127, USA",Lead,25.8090631,-80.1954217
"Lead: (MIA-800) 3010 Collins Ave, Miami Beach, FL 33140, USA",Lead,25.8062608,-80.124757
"Lead: (MIN-001) 519 Cedar Avenue, Minneapolis, MN 55414, USA",Lead,44.9683645,-93.2469683
"Lead: (MIN-002) 429 Wabasha St S, Saint Paul, MN 55107, USA",Lead,44.932959,-93.0845545
"Lead: (MIN-010) 501 S 7th St, Minneapolis, MN 55415, USA",Lead,44.9735476,-93.2652806
"Lead: (MIN-012) 217 W Broadway Ave, Minneapolis, MN 55411, USA",Lead,44.998842,-93.280954
"Lead: (MIN-013) 281 E 8th St, Saint Paul, MN 55101, USA",Lead,44.9522736,-93.0882167
"Lead: (MIN-014) 500 South 6th St, Minneapolis, MN 55415, USA",Lead,44.9752219,-93.2635287
"Lead: (MIN-016) 1717 Central Ave NE, Minneapolis, MN 55413, USA",Lead,45.0055555,-93.2470165
"Lead: (MIN-018) 424 Harrison St NE, Minneapolis, MN 55413, USA",Lead,44.99434,-93.247609
"Lead: (MIN-020) 26 E Prince St, St Paul, MN 55101, USA",Lead,44.9506854,-93.0817625
"Lead: (MIN-021) 245 7th St W, St Paul, MN 55102, USA",Lead,44.9432477,-93.1052902
"Lead: (MIN-024) 318 S 3rd St, Minneapolis, MN 55415, USA",Lead,44.978965,-93.263638
"Lead: (MIN-025) 228 S 12th St, Minneapolis, MN 55403, USA",Lead,44.9707187,-93.2723321
"Lead: (MIN-028) 1919 Charles Avenue, St Paul, MN 55104, USA",Lead,44.9587651,-93.1808229
"Lead: (MIN-029) 711 Bradley St, St Paul, MN 55130, USA",Lead,44.9627314,-93.0793256
"Lead: (MIN-031) 1545 7th St W, St Paul, MN 55102, USA",Lead,44.9183096,-93.1412604
"Lead: (MIN-034) 321 Chestnut St, Saint Paul, MN 55102, USA",Lead,44.9430717,-93.1039652
"Lead: (MIN-036) 609 S 3rd St, Minneapolis, MN 55415, USA",Lead,44.9768079,-93.2602431
"Lead: (MIN-800) 393 E Kellogg Blvd, St Paul, MN 55106, USA",Lead,44.9537738,-93.0728689
"Lead: (MKE-001) 191 W Michigan St, Milwaukee, WI 53203, USA",Lead,43.037009,-87.912549
"Lead: (MON-001) 208 Rue Migneron, Saint-Laurent, QC H4T 1Y7, Canada",Lead,45.4879938,-73.6919412
"Lead: (MON-002) 1010 Sherbrooke St W, Montreal, QC H3A 2R7, Canada",Lead,45.5021783,-73.5756178
"Lead: (MON-007) Ren̩-L̩vesque Blvd W, Montr̩al, QC H2Z 1A1, Canada",Lead,45.5020684,-73.5619479
"Lead: (MON-009) 260 Rue Gary-Carter, Montr̩al, QC H2R 2V7, Canada",Lead,45.5327475,-73.6241552
"Lead: (MON-888) 1 Pl. de la Belle-Rive, Laval, QC H7V 1B1, Canada",Lead,45.5372151,-73.7262721
"Lead: (MON-888) 250 Rue Gary-Carter, Montreal, QC H2R 0B2, Canada",Lead,45.5329836,-73.6239596
"Lead: (MON-999) 1305 Rue De Montmorency, Montreal, QC H3K 2G3, Canada",Lead,45.4857395,-73.5607275
"Lead: (MON-999) 4035 St Ambroise St, Montreal, QC H4C 2E1, Canada",Lead,45.4757883,-73.5812974
"Lead: (MON-999) 55 Rue Saint- Viateur O, Montreal, QC H2T 2K9, Canada",Lead,45.5252034,-73.5998066
"Lead: (MON-999) 7 Ren̩-L̩vesque Blvd W, Montreal, QC H2Z 1A1, Canada",Lead,45.5012859,-73.5550144
"Lead: (NSH-002) 607 14th Ave N, Nashville, TN 37203, USA",Lead,36.1635071,-86.7967659
"Lead: (NSH-010) 2605 Lebanon Pike, Nashville, TN 37214, USA",Lead,36.1695827,-86.6754701
"Lead: (NSH-015) 2138 Utopia Avenue, Nashville, TN 37211, USA",Lead,36.1263926,-86.7561509
"Lead: (NSH-016) 3004 Ambrose Ave, Nashville, TN 37207, USA",Lead,36.205476,-86.7479861
"Lead: (NSH-017) 5605 Ohio Ave, Nashville, TN 37209, USA",Lead,36.1659413,-86.8562354
"Lead: (NSH-021) 1201 8th Avenue South, Nashville, TN 37203, USA",Lead,36.1416121,-86.7790454
"Lead: (NSH-031) 229 Donelson Pike, Nashville, TN 37214, USA",Lead,36.1598635,-86.6635975
"Lead: (NYC-001) 53-02 11th St, Long Island City, NY 11101, USA",Lead,40.740258,-73.9526844
"Lead: (NYC-002) 41 W 17th St, New York, NY 10011, USA",Lead,40.7389589,-73.9943038
"Lead: (NYC-005) 758 Humboldt St, Brooklyn, NY 11222, USA",Lead,40.7281242,-73.9455801
"Lead: (NYC-006) 320 32nd St, Union City, NJ 07087, USA",Lead,40.7710575,-74.0280699
"Lead: (NYC-012) 42-02 23rd St, Queens, NY, 11101, USA",Lead,40.7508404,-73.9430084
"Lead: (NYC-013) 250 6th St, Brooklyn, NY 11215, USA",Lead,40.672267,-73.987967
"Lead: (NYC-014) 280 Richardson St, Brooklyn, NY 11222, USA",Lead,40.7194375,-73.939843
"Lead: (NYC-028) 14 White Street, New York, NY 10013, USA",Lead,40.719275,-74.0054123
"Lead: (NYC-050) 69 Clinton St, New York, NY 10002, USA",Lead,40.7193634,-73.985112
"Lead: (NYC-052) 48-14 35th St, Queens, Long Island City, NY 11101, USA",Lead,40.7399319,-73.930853
"Lead: (NYC-060) 449 Broadway, Brooklyn, NY 11211, USA",Lead,40.7066727,-73.9522219
"Lead: (NYC-061) 273 West 131st Street, New York, NY 10027, USA",Lead,40.8141875,-73.9479541
"Lead: (NYC-072) 196-26 Woodhull Ave, Jamaica, NY 11423, USA",Lead,40.7131632,-73.7625869
